r0 máximo,r0 mínimo,r0 aproximado
1.5419490638667874,1.4707096652852072,1.5063293645759974
1.6082274354936472,1.5275812089475216,1.5679043222205844
1.57721580401561,1.4916496752356836,1.5344327396256467
1.6443401650857177,1.547615386425568,1.5959777757556428
1.5964330384702243,1.4950192902779464,1.5457261643740854
1.6116139227441453,1.501133418079115,1.55637367041163
1.6489630619653806,1.5269181804894267,1.5879406212274036
1.648586761962221,1.5170400828317074,1.5828134223969643
1.72347398630479,1.5748550793789746,1.6491645328418825
1.7728265143846975,1.6074060692466485,1.6901162918156731
1.7709852539255566,1.5924066036800433,1.6816959288028
1.789018141295129,1.5941619439197838,1.6915900426074564
1.843727177757784,1.6265540580155036,1.7351406178866438
1.81740361836366,1.5865180156759475,1.7019608170198037
1.8653917484826925,1.6096652591866647,1.7375285038346786
1.9551808119274532,1.6652592556852557,1.8102200338063543
2.0139109952195273,1.690590465460033,1.8522507303397802
2.0325999785376347,1.6796492661820952,1.8561246223598649
2.1092530728379186,1.712619879099695,1.9109364759688068
2.118797942707378,1.688108188595313,1.9034530656513455
2.125564055024483,1.65955774956482,1.8925609022946515
2.2710107846830736,1.7324793980167927,2.001745091349933
2.379902638661867,1.768765193601475,2.074333916131671
2.479250625784573,1.7895364308819803,2.134393528333277
2.6203430426286136,1.8295530142547962,2.224948028441705
2.7312348049067268,1.8373222921425176,2.284278548524622
2.8488225915713015,1.8384016362202156,2.3436121138957584
3.0495673522372164,1.8763891239973163,2.4629782381172665
3.2631036764260832,1.90122012603848,2.582161901232282
3.6131039451955944,1.9732051359268983,2.7931545405612463
4.087276824688363,2.0630983409996495,3.0751875828440065
4.558590817899541,2.0937770428428744,3.3261839303712075
5.258446107723977,2.149329928776165,3.703888018250071
6.349115560832624,2.2326999152863127,4.2909077380594685
7.63020268194641,2.2160146744519014,4.9231086781991555
10.268639302160672,2.282740146575869,6.27568972436827
18.18814699550057,2.5355582199667674,10.361852607733669
55.23171938835607,2.5842890397915936,28.90800421407383
-45.34528172884346,2.705215863919253,-21.320032932462105
-15.614327779406135,2.902515786370682,-6.355905996517727
-9.05133302799684,2.976274699336831,-3.0375291643300044
-6.323270926925531,3.128840571824397,-1.597215177550567
-4.88020570093383,3.3904215156806243,-0.7448920926266029
-4.009619410439008,3.795643867706902,-0.10698777136605297
-3.29223720015663,4.1464577495970065,0.42711027472018825
-2.7795127339476156,4.610622589167619,0.9155549276100017
-2.375423509652354,5.177307558282163,1.4009420243149042
-2.049456380399429,5.89743936150992,1.9239914905552455
-1.8072846075854254,6.994901623776197,2.593808508095386
-1.612098019108038,8.694250930786755,3.541076455839358
-1.495433310816952,12.208921593493208,5.356744141338128
-1.3729285412805678,20.059605524015062,9.343338491367247
-1.2006719953327276,49.2301535853683,24.014740795017786
-1.1398463564453447,-75.17062488291499,-38.15523561968017
-1.0334373439182614,-21.086551577174014,-11.059994460546138
-0.9072341703519211,-11.792990617253341,-6.350112393802632
